最新免笔试筛选方法,附件,超链接,截止日期,公告链接,招聘类型,备注,公司行业,是否免笔试,投递链接,标记,公司,工作地点,内推码,岗位,更新时间,父记录
,,,招满即停,https://mp.weixin.qq.com/s/5I0ZCTWOL2oeit17PcRlQA,实习,恒利联创实习优秀可转正,互联网,含免笔试,https://mp.weixin.qq.com/s/5I0ZCTWOL2oeit17PcRlQA,,恒利联创,上海,,市场运营实习生（新闻、广告、公共关系、市场营销）,2026-01-20,
,,,招满即停,➡️校招公告,26届秋招,云鲸智能的部分岗位需要笔试，其他岗位都是免笔试,互联网,含免笔试,https://careers.narwal.com/campus,,云鲸智能,深圳 | 东莞,,"研发/ 技术
 | 市场/营销/设计
 | 职能",2025-09-14,
,,,招满即停,http://mp.weixin.qq.com/s?__biz=MzU2MzY3OTc3MQ==&mid=2247490679&idx=1&sn=716c312e8c745594281517528a9e66a8&chksm=fc57db03cb20521556a51cf6997e3e8da3ec3768b14e79e2a288c747152fdd2aa19234687093#rd,26届秋招,艾瑞迈迪较高竞争力薪酬，五险一金，北京户口指标，双休节假日,外企,含免笔试,http://mp.weixin.qq.com/s?__biz=MzU2MzY3OTc3MQ==&mid=2247490679&idx=1&sn=716c312e8c745594281517528a9e66a8&chksm=fc57db03cb20521556a51cf6997e3e8da3ec3768b14e79e2a288c747152fdd2aa19234687093#rd,,艾瑞迈迪,北京,,销售工程师 电子工程师 软件算法工程师 软件开发工程师 电气工程师 电磁研发工程师 模拟电路工程师 嵌入式开发工程师 工业设计师 软件测试工程师,2025-10-21,
,,,招满即停,https://mp.weixin.qq.com/s/5dCs7S2Uj-hvTvns8-s-4g,26届秋招,中寰医药招聘多个岗位管培生，面向医药类、财务人力专业,生物医药,含免笔试,https://form.ebdan.net/show/03PxQjMK?bt=yxy,,中寰医药,南京 | 福州 | 全国各地,,营销中心管培生 产品BD管培生 学术/产品经理管培生 高管助理管培生 财务、人力等职能管培生 质量、生产管培生,2025-10-20,
,,,招满即停,https://mp.weixin.qq.com/s/20XhT7s5MbIfdL-qrMD8Dw,春招,佳都科技晋升通道清晰,互联网,含免笔试,https://app.mokahr.com/campus-recruitment/pcitech/39848#/,,佳都科技,广州 | 北京 | 长沙 | 成都,,产品研发类解决方案类交付类营销类职能类;,2026-01-18,
,,,招满即停,https://mp.weixin.qq.com/s/Mc4ys8QKIZyFD7K455wNYg,26届秋招,GO Freight有五险，工作氛围好,外企,含免笔试,https://mp.weixin.qq.com/s/Mc4ys8QKIZyFD7K455wNYg,,GO Freight,伊犁哈萨克自治州 | 霍尔果斯,,财务管理 市场专员 出纳兼行政 新媒体运营 内勤文员 跨境主播,2025-10-20,
,,,招满即停,https://mp.weixin.qq.com/s/B7L5V0mpm6lq6YAoxU28fQ,26届秋招,甫康药业有带薪年假、人才落户、节日&生日福利等,生物医药,含免笔试,文末扫码投递,,甫康药业,上海,,BD/海外BD运营/海外运营大分子药物研发制剂研究项目管理抗肿瘤药物研究员抗感染药物研究员科研助理(实习)财务管理管培生人力资源管培生临床监查员,2025-09-18,
,,,招满即停,https://mp.weixin.qq.com/s/FlHNa4AUEXe6FKCCusoMPA,26届秋招,360的非技术是免笔试的，每周六固定笔试，技术岗都需要，,互联网,含免笔试,👈文中扫码投递,,360集团,北京 | 上海 | 西安 | 深圳,,"安全类
 | 网络安全工程师
 | ，安全研究员（Web漏洞挖掘与利用）---
 | 品算法裝
 | Al应用算法工程师
 | •AIGC算法工程师-agent
 | AIGC算法工程师-算法研究
 | •AI大模型算法工程师-OCR/多模态
 | AI大模型算法工程师-内容抽取及理解
 | •AI大模型算法工程师-agent
 | Al大模型算法工程师-AIGC
 | •广告算法工程师-出价方向
 | ，广告算法工程师-召回与模型优化
 | ﻿开发裝
 | ﻿服务端开发工程师-C++
 | 服务端开发工程师-Golang
 | •服务端开发工程师-Java
 | Web服务端开发工程师
 | Web前端开发工程师
 | 硬件开发工程师
 | 嵌入式软件开发工程师
 | 团 测试开发类
 | 测试开发工程师
 | 8 非技术类
 | 用户体验设计师（UE）
 | 产品运营
 | 项目助理
 | 质量专员",2025-09-01,
,,,10.13,https://mp.weixin.qq.com/s/3D7_CE0yX4fQMwCB0cr1IA,26届秋招,欧莱雅截止日期挺早的，赶紧投,外企,含免笔试,https://u.hrtps.com/r/cLO59ndeN,,欧莱雅,全国各地,,"产品
 | 营销
 | 品牌发展
 | 与产品开发
 | 电商
 | 事业部
 | 大数据
 | 销售&大客户管理
 | 医学-皮肤科学美容
 | 个」
 | 北亚运营
 | 山
 | 欧莱雅中国信息技术
 | 企业事务
 | 与公众联动
 | 财务
 | 控制
 | 研发和创新
 | 人力资源
 | 可持续
 | 发展",2025-08-31,
,,,11.1,https://mp.weixin.qq.com/s/L9NKUC4mo79z1YV6ni4cqw,26届秋招,百度免笔试，今天发4000+的offer，比去年多了35%的名额，但百度是把正式批和提前批合并到一起了，共用 4000 HC，如果等到正式批再投，HC 会少很多,互联网,含免笔试,,,百度,北京 | 上海 | 深圳 | 广州 | 成都 | 大连,IZ37VJ， IZK231,技术类、产品类、专业服务和管理支持类、政企行业解决方案和服务类；,2025-07-07,
,,,招满即止,https://mp.weixin.qq.com/s/p-XhSwkqtXxRU-LhZRgORA,26届秋招,,外企,含免笔试,https://campus.51job.com/aumovioFY26/,,AUMOVIO欧摩威,长春 | 上海 | 南京 | 重庆,,软件开发工程师 AI和数据工程师 初级算法工程师 系统测试工程师 电子工程师 机械工程师 销售管培生 采购管培生,2025-09-28,
,,,招满即停,https://mp.weixin.qq.com/s/Y12T2L7nhlCjyd_T_EhKIQ,春招,HRnetGroup福利很好,外企 | 咨询法律,含免笔试,https://hrnetgroup.mikecrm.com/gPymvpO,,HRnetGroup,上海,,医疗大健康全职猎头顾问、应届管培生,2026-01-17,
,,,招满即停,https://mp.weixin.qq.com/s/n4eoq4hS0VFjUMNYFnWfjw,26届秋招,中国十五冶有六险二金，超多补贴，奖金，女性友好，设施全,国央企,含免笔试,https://xyz.51job.com/consumer/pc/home/index?ctmid=8895857,,中国十五冶,武汉 | 沈阳,,工程技术 安全 质量 研发 设计 市场开发 商务合约 物资设备 行政综合 企业发展 人力资源 财务 法务 党建宣传 维修工 管道工 焊工 钳工 测量工 TBM操作与维护 凿岩台车司机与维护,2025-10-15,
,,,招满即停,https://mp.weixin.qq.com/s/NvWYd9gv0zbfwTUABwXsKw?scene=1&click_id=93,26届秋招,"合元集团网申投递后7个工作日
 | 含一轮在线测评，无笔试",半导体,含免笔试,https://cfugroup.com/,,合元集团,杭州 | 中山 | 昆明 | 国外,,制造类职能类营销类研发类设计类,2025-09-23,
,,,招满即止,https://mp.weixin.qq.com/s/TpSdiDv1GRDSiSd4fk_u6w,26届秋招,,外企,含免笔试,https://xiaoyuan.zhaopin.com/company/KA0000059879P90000001000,,厦门太古飞机工程有限公司,天津 | 大连 | 厦门 | 郑州 | 武汉 | 深圳 | 重庆,,基地维修部工程师培训生、航线维修部工程师培训生、技术员培训生,2025-09-29,
,,,招满即停,https://mp.weixin.qq.com/s/1XpnrlM0qUwo-hYiPc32DQ,26届秋招,博洋家居有五险一金，带薪年假，各种补贴,其他,含免笔试,https://mp.weixin.qq.com/s/1XpnrlM0qUwo-hYiPc32DQ,,博洋家居,宁波,,电商运营(销售中心/产品企划)、电商主播、工艺核算、家纺设计、摄影摄像,2025-10-18,
,,,招满即停,https://mp.weixin.qq.com/s/Rtuc6gIXbA41San03R_bnA?scene=1,26届秋招,福禄克免笔试，工作地点北上广深,外企,含免笔试,https://fortive.tupu360.com/position/detail/68d390b724357135f82f9f2d?enter=list&type=SOCIALRECRUITMENT&lang=zh_CN,,福禄克,北京 | 上海 | 广州 | 深圳,,销售,2025-10-15,
,,,招满即停,https://mp.weixin.qq.com/s/JIaO3iLfmlyIAPutUNCGqw,26届秋招,,国央企,含免笔试,👈文中扫码投递,,保利物业,广州 | 全国各地,,"市场、计划、运营、投资、成本、审计、
 | 财务、人力、纪检、巡察、数据开发等岗位
 | 住宅星生代
 | 品质管理、项目管理、客服、工程等岗位
 | |商企星生代
 | 战略、经营、市场、财务、人力、产品、
 | 设施/环境/景区/秩序管理等岗位
 | S|城市服务星生代
 | 项目管理、客服、工程、人力、景区讲解等岗位",2025-09-27,
,,,招满即止,http://mp.weixin.qq.com/s?__biz=MzI1OTM1MTE4Mw==&mid=2247491985&idx=1&sn=705d3c7d3e085a4110fcdbda0138c109&chksm=ea789671dd0f1f673908fc95ab0b8496e2d28964085a673e5eecdf7c3214f05d40262642febd#rd,26届秋招,,外企,含免笔试,https://www.moseeker.com/position/index/pid/3286082?moseeker_track_code=njj&recom=Bljwexxxxe&share_time=1758608585557&wechat_signature=NzI0MTgyZTY4ZmE4MWEwMGQyOGE3YTRhNzJiOGE5ZjI1YzQwZmU0NQ,,爱立信,北京,,销售培训生,2025-09-28,
,,,招满即止,https://mp.weixin.qq.com/s/6ZSkeM8ISJnUXMKEX00f4A,26届秋招,,外企,含免笔试,http://campus.51job.com/magna2026,,麦格纳,天津 | 上海 | 全国各地,,研发 制造 生产 产品 物流 工艺 采购 质量 维修 销售 人力资源 软件 管培生 实习生,2025-09-24,
,,,招满即停,https://mp.weixin.qq.com/s/roT5bukz0Hupfa0VCQbLxQ,26届秋招,奇瑞汽车面向多类岗位多种专业,汽车新能源,含免笔试,https://chery1.zhiye.com/jobs?queryId=4bf5ddf8-9879-4ded-a535-735df97be14e,,奇瑞汽车,上海 | 芜湖,,销售助理 服务助理 网络助理 售后助理 生态运营助理 终端运营 品牌 公关 主播 编导 视频方向 产品助理 项目助理 成本助理 采购助理 设计师 质量助理 产品定义开发 用户体验 用户运营 用户洞察 生态运营 终端运营 后台技术支持,2025-11-03,
,,,招满即停,https://mp.weixin.qq.com/s/Bt63DdvXChnbmUyRbMiUgg,26届秋招,StarThing有人才培养，五险一金，商业保险，带薪年假，法定节假日，完备福利体系,互联网,含免笔试,https://jsj.top/f/v2WUeG,,StarThing,杭州,,销售培训生 门店督导 研发（前端） 研发（Java后端） 研发（测试） 技术服务工程师 财务培训生 人力培训生 新媒体运营 商业化运营 供应链管理,2025-11-02,
,,,招满即停,https://mp.weixin.qq.com/s/t-BZJg_tCpOTYveA1GiceQ,26届秋招,,外企,含免笔试,https://mp.weixin.qq.com/s/t-BZJg_tCpOTYveA1GiceQ,,埃维能中国,上海,,学徒工程师 研发工程师 销售工程师,2025-10-26,
,,,招满即停,https://mp.weixin.qq.com/s/9bV73wKi2W9LHRUPxRQKMw,26届秋招,红星美凯龙有五险一金，奖金，年终奖，福利保障,快消零售,含免笔试,https://mp.weixin.qq.com/s/9bV73wKi2W9LHRUPxRQKMw,,红星美凯龙,沈阳 | 大连 | 长春 | 哈尔滨,,楼层管理员 企划专员 营销专员 新媒体岗位,2025-10-25,
,,,招满即停,https://mp.weixin.qq.com/s/wCoFz7nL6LBANHY5ZfIIXg,26届秋招,,生物医药,含免笔试,https://mp.weixin.qq.com/s/wCoFz7nL6LBANHY5ZfIIXg,,观合医药,上海 | 无锡,,培训生（转化医学 技术管理 质量管理 项目管理）方法学开发 样本检测 数据分析 国际项目助理,2025-10-13,
,,,招满即停,https://mp.weixin.qq.com/s/5yhkCVUp4mttitLqPpN3TA,26届秋招,鑫荣懋集团有五险一金，丰富活动，节日福利，股权激励,农业,含免笔试,https://joywingmau.zhiye.com/campus/jobs,,鑫荣懋集团,深圳 | 北京 | 上海 | 郑州 | 嘉兴 | 广州 | 沈阳 | 全国各地,,管理培训生：销售管理与运营，国内采购，进出口商务，产品开发与统筹，东南亚采购,2025-10-29,
,,,招满即停,https://mp.weixin.qq.com/s/yWjLGmh3Zw2DS66aC6-Lcw,26届秋招,,国央企 | 能源,含免笔试,https://www.iguopin.com/company?id=10685374849647460,,中国能建广西院,南宁,,水利与水电工程类（水利水电工程、水文及水资源、水利工程、海洋水文）；电气与自动化类（电气工程及其自动化、电气工程、输电线路工程）；能源动力类（能源与动力工程）；结构与土木工程类（土木工程（变电土建）、结构工程（变电土建）、建筑学、交通运输工程、道路工程、城乡规划）；信息技术与计算机类（计算机科学与技术、软件工程、地理信息系统（GIS）、地理信息工程、通信）；测绘与地质类（岩土工程、工程地质、水文地质、地质、测绘工程）；机械与制造类（机械制造、化工机械、过程装备与控制工程、机电工程）；化学、材料与环境工程类（化学工程、氢能、油气储运工程、储运工艺、金属材料工程、防腐、腐蚀与防护、材料工程、环境工程）；新能源类（新能源、能源经济）；经济金融类（经济学、技术经济及工程管理、工商管理、财务、会计、数学、统计学或风险管理、企业管理、市场营销、工程造价、工程咨询）；项目管理类（项目管理）,2025-10-26,
,,,招满即停,➡️校招公告,26届秋招,,教育,含免笔试,👈文中扫码投递,,新华教育,合肥,,"教学方向：
 | 中餐/西餐/西点等烹饪相关教师
 | 汽车/新能源汽车/机电/轨道等相关教师电子商务/平面设计/影视后期/计算机等相关教师美妆/美容/形象设计等教师
 | 语文/数学/英语/班主任等教师
 | 市场方向：
 | 课程顾问、企划宣传、新媒体运营、网站运营、主播
 | 综合管理方向：
 | 人力、行政、财务、审计",2025-09-14,
,,,10月,https://mp.weixin.qq.com/s/5t5dInmmGd8locTJK72yQQ,26届秋招,景嘉微电子的技术岗位有笔试，其他都是免笔试，薪资对标一线,半导体,含免笔试,👈文中扫码投递,,景嘉微电子,长沙,,"数字工程师（校招博士）
 | 博士类
 | 软件工程师（校招博士）
 | 硬件工程师（校招博士）
 | 软件类
 | Windows驱动开发工程师
 | Linux驱动开发工程师
 | 
 | 
 | GPGPU驱动工程师
 | 高性能计算库开发工程师
 | 软件工程师
 | AI工程师
 | 
 | 
 | 嵌入式软件工程师
 | 协议工程师
 | IC设计工程师
 | 园 数字类
 | IC验证工程师
 | FPGA工程师
 | 硬件类
 | 硬件工程师
 | 电讯工程师
 | 必其他研发类
 | 微波工程师
 | 算法工程师
 | 坦 职能类
 | 核算会计
 | 营销储备干部
 | 检验工程师
 | 调试工程师
 | 检测工程师",2025-09-02,
,,,招满即停,https://mp.weixin.qq.com/s/t2apxXr5kuUj1AZNiT7d7A,26届秋招,金科服务工作城市众多，多个职位,建筑,含免笔试,https://mp.weixin.qq.com/s/t2apxXr5kuUj1AZNiT7d7A,,金科服务,郑州 | 开封 | 洛阳 | 平顶山 | 安阳 | 鹤壁 | 新乡 | 焦作 | 濮阳 | 许昌 | 漯河 | 三门峡 | 南阳 | 商丘 | 信阳 | 周口 | 驻马店 | 济源 | 武汉 | 南宁 | 柳州 | 桂林 | 梧州 | 北海 | 防城港 | 钦州 | 贵港 | 百色 | 贺州 | 河池 | 来宾 | 崇左 | 重庆,,客服管理 工程管理 培训管理 法律事务 数据运维 品质管理 标书管理 财务管理 行政管理,2025-10-23,
,,,招满即停,https://mp.weixin.qq.com/s/5jQRKGvoQA5MRYY1PN9Agg,26届秋招,,半导体,含免笔试,➡️投递渠道,,天宇股份,北京 | 盐城 | 台州 | 潍坊,,合成研发员 制剂研发员 技术员 工艺员 外贸业务助理 制剂产品专员 研发分析员 检验员 质量专员 计量专员 设备员 仪控专员 安全员 环保专员 精益生产专员 生产计划专员 物料保管员 企业文化专员 人力资源专员,2025-09-10,
,,,招满即停,https://mp.weixin.qq.com/s/Q6mx37RnXClA1TH15MdcPQ,26届秋招,Unity中国免笔试,外企,含免笔试,https://recruiting.unity.cn/982864/?keywords=&category=&location=&project=7554286187838785801&type=&job_hot_flag=&current=1&limit=10&functionCategory=&tag=,,Unity中国,北京 | 上海 | 广州,,创意视觉设计培训生 销售培训生 项目管理培训生 软件开发实习生 - 引擎/图形 产品实习生 - 团结引擎 引擎研发实习生 - 实时全局光照 引擎研发实习生 - 动画系统 引擎研发实习生 - 图形渲染 引擎研发实习生 - VFX粒子特效 引擎研发实习生 - 小游戏平台,2025-10-22,
,,,招满即停,https://mp.weixin.qq.com/s/5gyrHt6MYs5fTJ_1jQsnQw,实习,文远知行岗位很多、实习优秀可转正,科技,含免笔试,https://app.mokahr.com/campus_apply/jingchi/2137#/jobs,,文远知行,北京 | 上海 | 武汉 | 广州 | 深圳,,"感知,大模型,预测,决策,规划控制,地图定位,SLAM,自动化标注,机器学习,强化学习,深度学习,计算机视觉,仿真,端到端,分布式系统,大数据处理,工具链,可视化,中间件存储,算法训练平台,全栈,操作系统,高性能计算,模型部署,数据开发,系统性能优化,云计算,Go,C++,Python,算法评测,测试工具开发,仿真测试",2026-01-26,
,,,招满即停,http://mp.weixin.qq.com/s?__biz=MzI2ODQwMTc3Ng==&mid=2247578964&idx=1&sn=2c5a5de1f333894cbf98d7793b692454&chksm=eaf3d84bdd84515d96545452519c967a73492fd33a394d64c51eb5d670edf0bd4b24da20e448#rd,26届秋招,,国央企,含免笔试,http://ehr2.grguser.com:8081/RedseaPlatform/zhaopin/zpChannelQrCode/5445daf4-8426-4cd2-b7b3-b15752fd6016/officeWebsite.mob,,广州广电城市服务集团,广州,,人力资源管理岗，法务管理岗，财会管理岗，董事会办公室管理岗，市场拓展岗，技术管理岗，运营管理岗，品质管理岗，党群服务岗，品牌宣传岗，文旅运营岗，技能评定岗，综合管理岗（子公司 / 项目）（人力资源管理，工商管理类，法学类，财务会计类，金融学类，经济学类，市场营销，统计学类，计算机类，电子信息类，自动化类，管理科学与工程类，安全科学与工程类，工业工程类，马克思主义理论类，新闻传播学类，人文社科类，设计学类，中国语言文学类，旅游管理类，行政管理，公共管理类）,2025-10-12,
